distance_m,method,runs,range_rcrb_m_mean,range_rcrb_m_std,angle_rcrb_deg_mean,angle_rcrb_deg_std,physical_crb_trace_mean,physical_crb_trace_std,wall_seconds_mean,wall_seconds_std,fitness_evaluations_mean,fitness_evaluations_std,solver_calls_mean,solver_calls_std,infeasible_evaluations_mean,infeasible_evaluations_std,trace_reduction_vs_original_hb_percent
20.0,fully-digital-sdr,1,0.035866956460322785,0.0,0.00024030390060273985,0.0,0.001286438583317117,0.0,1.5409406999970088,0.0,1.0,0.0,1.0,0.0,0.0,0.0,95.91667128603811
20.0,hybrid-two-stage-sdr,1,0.1774955033374726,0.0,0.000996260117960055,0.0,0.03150465400736596,0.0,0.13838659999601077,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20.0,hybrid-pso-sdr,3,0.15270893621927836,0.021622115029755855,0.0011723281444009895,0.00021492773050668076,0.023631696868163226,0.006856969571183013,40.7712328999963,10.623818887302326,252.0,0.0,243.66666666666666,10.969655114602888,4.666666666666667,0.5773502691896258,24.989822574664665
20.0,hybrid-de-sdr,3,0.14274235756462708,0.005813665655980691,0.00147827007155373,0.00022799177408799,0.020397913791578685,0.0016416857032326134,34.75810246666757,0.328303571121202,252.0,0.0,250.33333333333334,0.5773502691896258,16.0,4.58257569495584,35.2542840597153
25.0,fully-digital-sdr,1,0.056047025876831386,0.0,0.00024026557537329418,0.0,0.0031412691272230233,0.0,0.21209929999895394,0.0,1.0,0.0,1.0,0.0,0.0,0.0,95.91191724731354
25.0,hybrid-two-stage-sdr,1,0.2771996853457421,0.0,0.000998483979417498,0.0,0.07683966585947292,0.0,0.1388301999977557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25.0,hybrid-pso-sdr,3,0.23926096165942276,0.03313182270141683,0.00119655577033792,0.00024523810002656163,0.05797762000621867,0.016442838063816845,34.35684213333783,1.2861616460820982,252.0,0.0,243.66666666666666,10.969655114602888,4.666666666666667,0.5773502691896258,24.54727729783446
25.0,hybrid-de-sdr,3,0.22564389882085079,0.005562342438033881,0.0012834426296748599,0.00011830111927237875,0.050935796015288526,0.0025005257891831225,35.12493190000047,0.3323921427773776,252.0,0.0,250.66666666666666,0.5773502691896258,17.0,6.082762530298219,33.71158574733823
30.0,fully-digital-sdr,1,0.08071228327872969,0.0,0.00024024002524455202,0.0,0.006514472689646986,0.0,0.227077300005476,0.0,1.0,0.0,1.0,0.0,0.0,0.0,95.90461616457817
30.0,hybrid-two-stage-sdr,1,0.39883414086956853,0.0,0.0010004079577138633,0.0,0.15906867222803286,0.0,0.14141830000153277,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,hybrid-pso-sdr,3,0.3455238534491312,0.04649758287324863,0.001132831012594186,0.00014317105210142982,0.12082808383945322,0.03330429210176938,34.32617833332915,1.317573715960949,252.0,0.0,243.66666666666666,10.969655114602888,4.666666666666667,0.5773502691896258,24.04030149554518
30.0,hybrid-de-sdr,3,0.32989748108101397,0.01074605878222659,0.0012928657076377503,9.136462213373438e-05,0.10890933372069574,0.007104329505715809,35.17442003333417,0.3386889107967272,252.0,0.0,250.66666666666666,0.5773502691896258,20.666666666666668,11.015141094572204,31.533134591977497
35.0,fully-digital-sdr,1,0.109862733982544,0.0,0.00024022127005214066,0.0,0.012069820335697557,0.0,0.21873259999847505,0.0,1.0,0.0,1.0,0.0,0.0,0.0,95.89732253181718
35.0,hybrid-two-stage-sdr,1,0.5423962951196396,0.0,0.0010020028704063324,0.0,0.2941937412653501,0.0,0.14708389999577776,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35.0,hybrid-pso-sdr,3,0.47172638213779194,0.061840176996086446,0.0011583868411427767,0.00016267913429580122,0.22507525167954331,0.0603559810761599,34.44034053333841,1.3403154907346437,252.0,0.0,243.66666666666666,10.969655114602888,5.0,1.0,23.494208030572906
35.0,hybrid-de-sdr,3,0.4530197814777384,0.011774453617733806,0.001424486026369511,0.00030654008596047084,0.20531934821933553,0.010709729737933582,35.09691986667167,0.22920997376828847,252.0,0.0,250.66666666666666,0.5773502691896258,21.0,6.557438524302,30.209477830411657
40.0,fully-digital-sdr,1,0.14349838130641743,0.0,0.0002402080572685768,0.0,0.02059178545513837,0.0,0.21538789999613073,0.0,1.0,0.0,1.0,0.0,0.0,0.0,95.89069222826735
40.0,hybrid-two-stage-sdr,1,0.7078849310217387,0.0,0.0010033214797389722,0.0,0.5011010758742961,0.0,0.13890530000207946,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
40.0,hybrid-pso-sdr,3,0.6188997248893187,0.07810884327873997,0.0011992058073291383,0.00020476024814506256,0.3871041975135526,0.09980258000152123,34.46058780000021,1.2699475280894508,252.0,0.0,243.66666666666666,10.969655114602888,5.333333333333333,1.5275252316519465,22.74927830914102
40.0,hybrid-de-sdr,3,0.6012281429450381,0.035058637722143314,0.001372421010937292,0.00018270020887245508,0.3622946858356317,0.04260133304018742,35.0582541666663,0.16047476364318602,252.0,0.0,250.66666666666666,0.5773502691896258,17.0,2.6457513110645907,27.700277792555518
