distance_m,method,search_seed,range_rcrb_m,angle_rcrb_deg,physical_crb_trace,minimum_achieved_rate,minimum_rate_margin,transmit_power_margin,validation_passed,wall_seconds,fitness_evaluations,solver_calls,infeasible_evaluations,waveform_file
35.0,hybrid-de-sdr,303,0.4658263168138044,0.0012339017243736283,0.21699415790009896,4.999999993989855,-6.010145270352041e-09,8.981260180007666e-10,True,35.05694090000179,252,251,28,distance_35m/hybrid-de-sdr_seed_303.npz
35.0,hybrid-pso-sdr,101,0.5423962951196396,0.0010020028704063324,0.2941937412653501,5.000000012539701,1.2539700833258394e-08,9.208378060066025e-09,True,32.90903029999754,252,231,5,distance_35m/hybrid-pso-sdr_seed_101.npz
35.0,hybrid-pso-sdr,202,0.4452531433280435,0.0011464536856913663,0.19825036204387897,4.999999997999988,-2.000011711800198e-09,7.662777079531224e-10,True,35.01167030000943,252,250,6,distance_35m/hybrid-pso-sdr_seed_202.npz
35.0,hybrid-pso-sdr,303,0.4275297079656927,0.001326703967330631,0.18278165172940083,4.999999982036728,-1.79632717589584e-08,8.303402410092531e-10,True,35.40032100000826,252,250,4,distance_35m/hybrid-pso-sdr_seed_303.npz
35.0,hybrid-two-stage-sdr,,0.5423962951196396,0.0010020028704063324,0.2941937412653501,5.000000012539701,1.2539700833258394e-08,9.208378060066025e-09,True,0.14708389999577776,1,1,0,distance_35m/hybrid-two-stage-sdr.npz
40.0,fully-digital-sdr,,0.14349838130641743,0.0002402080572685768,0.02059178545513837,4.99999999921591,-7.840901261602085e-10,5.929337021370884e-10,True,0.21538789999613073,1,1,0,distance_40m/fully-digital-sdr.npz
40.0,hybrid-de-sdr,101,0.5922488141613264,0.0012499495544071983,0.35075865835142356,4.999999985380693,-1.4619306654140019e-08,2.0532695543806767e-09,True,35.214523100003134,252,251,18,distance_40m/hybrid-de-sdr_seed_101.npz
40.0,hybrid-de-sdr,202,0.5715324768590707,0.0015824180348191315,0.32664937286744045,4.9999999950047025,-4.995297508969543e-09,3.740296961041167e-09,True,34.89388069999404,252,250,14,distance_40m/hybrid-de-sdr_seed_202.npz
40.0,hybrid-de-sdr,303,0.6399031378147173,0.0012848954435855464,0.4094760262880311,4.999999988934033,-1.1065966809553629e-08,5.703668648493476e-10,True,35.06635870000173,252,251,19,distance_40m/hybrid-de-sdr_seed_303.npz
40.0,hybrid-pso-sdr,101,0.7078849310217387,0.0010033214797389722,0.5011010758742961,5.000000007857481,7.857480888162627e-09,5.6604250175951165e-09,True,33.002058700003545,252,231,5,distance_40m/hybrid-pso-sdr_seed_101.npz
40.0,hybrid-pso-sdr,202,0.5871435348001129,0.0011824799421281712,0.34473753088350545,4.999999982752089,-1.7247910655271426e-08,3.833463324554032e-09,True,35.058374700005515,252,250,7,distance_40m/hybrid-pso-sdr_seed_202.npz
40.0,hybrid-pso-sdr,303,0.5616707088461044,0.0014118160001202714,0.31547398578285624,4.999999955957003,-4.404299680516033e-08,2.8721132139253314e-09,True,35.321329999991576,252,250,4,distance_40m/hybrid-pso-sdr_seed_303.npz
40.0,hybrid-two-stage-sdr,,0.7078849310217387,0.0010033214797389722,0.5011010758742961,5.000000007857481,7.857480888162627e-09,5.6604250175951165e-09,True,0.13890530000207946,1,1,0,distance_40m/hybrid-two-stage-sdr.npz
